publication_ID	source_file	Pages	Type	Volume	DOI	Issue	OpenAlex_ID	OA_Licence	Authors	Is_OA	Title	Abstract	Corresponding_Institutions	Grants	OA_Status	Year	Referenced_Works	Is_Paratext	OA_URL	Language	Journal	Cited_by	Corresponding_Authors
PA_PUB_0000028	POLSTUJOU_openalex.tsv	102-108	article	9	https://doi.org/10.1111/j.1541-0072.1980.tb00928.x	1	https://openalex.org/W2152090532		Steven J. Brams (Steven J. Brams); Author_ID: https://openalex.org/A5010863735; ORCID: https://orcid.org/0000-0003-3650-0392; Position: first; Countries: US; Institutions: New York University ### ID: https://openalex.org/I57206974 ### ROR: https://ror.org/0190ak572 ### Type: education; Affiliations: New York University	FALSE	APPROVAL VOTING IN MULTICANDIDATE ELECTIONS		https://openalex.org/I57206974		closed	1980	https://openalex.org/W2063141501 | https://openalex.org/W4253543286 | https://openalex.org/W3045904743 | https://openalex.org/W1993527581 | https://openalex.org/W1985969400 | https://openalex.org/W2066855419 | https://openalex.org/W2075491938 | https://openalex.org/W2039914285 | https://openalex.org/W2082779727 | https://openalex.org/W2324713466 | https://openalex.org/W2148880362 | https://openalex.org/W4242884548 | https://openalex.org/W2056723044 | https://openalex.org/W1538963401 | https://openalex.org/W2327091637 | https://openalex.org/W2328621856	FALSE		en	Policy Studies Journal	25	https://openalex.org/A5010863735
PA_PUB_0000029	INTSOC_openalex.tsv	189-195	article	33	https://doi.org/10.1111/j.1468-246x.1980.tb00669.x	2	https://openalex.org/W2002480505		"Arwed BARTMUSS (Arwed BARTMUSS); Author_ID: https://openalex.org/A5065247409; ORCID: None; Position: first; Countries: DE; Institutions: Federal Employment Agency ### ID: https://openalex.org/I4210093065 ### ROR: https://ror.org/00rdva175 ### Type: government; Affiliations: Director, Chief of Division, Federal Labour Institute, Nuremberg, Federal Republic of Germany"	FALSE	ASPECTS OF THE EMPLOYMENT OF FOREIGNERS IN THE FEDERAL REPUBLIC OF GERMANY		https://openalex.org/I4210093065		closed	1980		FALSE		en	International Social Security Review	0	https://openalex.org/A5065247409
PA_PUB_0000030	POLSTUJOU_openalex.tsv	81-86	article	9	https://doi.org/10.1111/j.1541-0072.1980.tb00925.x	1	https://openalex.org/W2058574190		Mark W. Huddleston (Mark W. Huddleston); Author_ID: https://openalex.org/A5026214016; ORCID: None; Position: first; Countries: US; Institutions: University of Delaware ### ID: https://openalex.org/I86501945 ### ROR: https://ror.org/01sbq1a82 ### Type: education; Affiliations: University of Delaware	FALSE	ASSESSING CONGRESSIONAL BUDGET REFORM: THE IMPACT ON APPROPRIATIONS	"ABSTRACT The 1974 Congressional Budget Reform was designed, at least in part, to enhance Congressional autonomy in the appropriations process and weaken the incrementalist rituals that have traditionally forestalled “rational” budget choices. This article assesses changes in patterns of spending decisions since 1974, and concludes that the legislation has, to date, had little discernible impact in these areas."	https://openalex.org/I86501945		closed	1980		FALSE		en	Policy Studies Journal	3	https://openalex.org/A5026214016
PA_PUB_0000031	SCIPUB_openalex.tsv	None-None	article		https://doi.org/10.1093/spp/7.3.154		https://openalex.org/W3155738892		"R.F. Griffiths (Richard F Griffiths); Author_ID: https://openalex.org/A5109984093; ORCID: None; Position: first; Countries: GB; Institutions: University of Manchester ### ID: https://openalex.org/I28407311 ### ROR: https://ror.org/027m9bs27 ### Type: education; Affiliations: Assistant Director Pollution Research Unit, UMIST/University of Manchester, UK"	FALSE	Acceptability and estimation in risk management	"Acceptability and estimation in risk management Richard F Griffiths Richard F Griffiths Assistant Director Pollution Research Unit, UMIST/University of Manchester, UK Search for other works by this author on: Oxford Academic Google Scholar Science and Public Policy, Volume 7, Issue 3, June 1980, Pages 154–161, https://doi.org/10.1093/spp/7.3.154 Published: 01 June 1980"	https://openalex.org/I28407311		closed	1980		FALSE		en	Science and Public Policy	5	https://openalex.org/A5109984093
PA_PUB_0000032	CANPA_openalex.tsv	542-557	article	23	https://doi.org/10.1111/j.1754-7121.1980.tb00316.x	4	https://openalex.org/W2019911510		"Waiter A. Baker (Waiter A. Baker); Author_ID: https://openalex.org/A5003873042; ORCID: None; Position: first; Countries: CA; Institutions: University of Ottawa ### ID: https://openalex.org/I153718931 ### ROR: https://ror.org/03c4mmv16 ### Type: education; Affiliations: Professor of public policy and management, Faculty of Administration, University of Ottawa"	FALSE	"Accountability, responsiveness and public sector productivity"	"Abstract. At present, the federal government is actively urging its public service managers to do four things: 1/ take firm control of public service activities in seeking ‘value for money’ productivity; 2/ accept responsibility for the timeliness and quality of the services they provide to their special publics; 3/ take positive steps toward upgrading their competence as managers and, within these steps, to develop and display a professional integrity and commitment to managing; and 4/ support moves toward a system of accountable management, built around the concept of up‐the‐line responsibility. Developing his position from the Friedrich‐Finer debate of the early 1940s, the author states there are strong tensions inherent in such a mix of expectations. He further states that the initiatives giving rise to the expectations are confronting a public service inadequately prepared to respond, with the possible consequences of a most adverse effect on public service morale. The paper seeks to help managers cope with the new challenges through clarifying the nature of the initiatives and presenting an approach designed to bring accountability and responsiveness into manageable harmony. Sommaire. En ce moment, le gouvernement fédéral encourage les gestionnaires à faire quatre choses: 1/ exercer un contrôle ferme des activités de la fonction publique afin de stimuler la productivité 2/ accepter la responsabilité de ľà‐propos et de la qualité des services offerts à leur clientèle; 3/ prendre les mesures appropriées afin ďaméliorer leur compétence comme gestionnaires et, par ces démarches, développer leur intégrité professionnelle et leur engagement comme administrateur; et 4/ appuyer leurs démarches en vue ďun système responsable de gestion, basé sur le concept de la responsabilité. En développant sa façon de voir à partir de débats Friedrich‐Finer depuis le début des années 40, ľauteur constate qu'il y a de fortes tensions inhérentes a un tel mélange ďattentes. II constate, de plus, que la fonction publique n'est pas préparée adéquatement à répondre à ces initiatives, une telle situation pouvant susciter des effets néfastes sur le moral de la fonction publique. ľarticle se propose ďaider les gestionnaires à faire face à ces nouveaux défis en clarifiant la nature des initiatives suggéiées. ľarticle suggère une approche pouvant faciliter ľharmonie entre responsabilité et flexibilité."	https://openalex.org/I153718931		closed	1980		FALSE		en	Canadian Public Administration	3	https://openalex.org/A5003873042
PA_PUB_0000033	PAR_openalex.tsv	421-421	article	40	https://doi.org/10.2307/3110195	5	https://openalex.org/W4235895356		John D. Montgomery (John D. Montgomery); Author_ID: https://openalex.org/A5110527871; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	"Administering to the Poor (Or, If We Can't Help Rich Dictators, What Can We Do for the Poor?)"				closed	1980		FALSE		en	Public Administration Review	6	https://openalex.org/A5110527871
PA_PUB_0000034	PUBADM_openalex.tsv	387-419	article	58	https://doi.org/10.1111/j.1467-9299.1980.tb00414.x	4	https://openalex.org/W2916083074		David Steel (DAVID R. STEEL); Author_ID: https://openalex.org/A5112741192; ORCID: None; Position: first; Countries: GB; Institutions: University of Exeter ### ID: https://openalex.org/I23923803 ### ROR: https://ror.org/03yghzc09 ### Type: education; Affiliations: The first part was written by Dr. Steel and the second by Mr. Stanyer. Both are members of the Politics Department at Exeter University. | Jeffrey Stanyer (JEFFREY STANYER); Author_ID: https://openalex.org/A5007050405; ORCID: None; Position: last; Countries: GB; Institutions: University of Exeter ### ID: https://openalex.org/I23923803 ### ROR: https://ror.org/03yghzc09 ### Type: education; Affiliations: The first part was written by Dr. Steel and the second by Mr. Stanyer. Both are members of the Politics Department at Exeter University.	FALSE	Administrative Developments in 1979: A Survey				closed	1980		FALSE		en	Public Administration	2	
PA_PUB_0000035	IRAS_openalex.tsv	i-ii	article	46	https://doi.org/10.1177/002085238004600110	1	https://openalex.org/W2076265515		Fernando Garrido Falla (F. Garrido Falla); Author_ID: https://openalex.org/A5078768325; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Administrative Institutions in the Spanish Constitution				closed	1980		FALSE		en	International Review of Administrative Sciences	0	https://openalex.org/A5078768325
PA_PUB_0000036	IRAS_openalex.tsv	viii-viii	article	46	https://doi.org/10.1177/002085238004600118	1	https://openalex.org/W2079773204		Carlos Francisco Molina del Pozo (C.F. Molina del Pozo); Author_ID: https://openalex.org/A5091292559; ORCID: https://orcid.org/0000-0001-5074-8322; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Administrative Law and its Alignment with the Community's Legal System				closed	1980		FALSE		en	International Review of Administrative Sciences	0	https://openalex.org/A5091292559
PA_PUB_0000037	PAR_openalex.tsv	330-330	article	40	https://doi.org/10.2307/3110259	4	https://openalex.org/W2317359138		Ronald L. Krannich (Ronald L. Krannich); Author_ID: https://openalex.org/A5081493427; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Administrative Leadership of Mayors: The Politics of Mayor-Manager Relationships in Thailand	"where C=A=$3900, B=.22, X=Y=.06, and D-$963. D* $9763. Then $9763 = 10858q + 4376(1-q), and q=.831. 16. It is also clear that increasing the percentage of tenant income which goes for rent provides no easy solution. The average tenant would have to pay over 45 percent of income in order to eliminate the estimated underfunding (22 percent of $9006 . $4376. 17. In FY 1977, $4734 `. $63652 = 7.47 percent. In FY 1980, ($4734 (1.10)3) $63652 = 9.9 percent. Data source: Table 3. 18. Irving Welfeld, That 'Housing Problem'-The American vs. The European Experience, The Public Interest, Number 27 (Spring 1972): 78-95. 19. As in Public Housing, Section 236 and 235, and Section 8-New Construction. The tandem plans are periodic exceptions, as are the indirect subsidies provided through the tax system."			closed	1980	https://openalex.org/W1490978112 | https://openalex.org/W2329310244 | https://openalex.org/W2312647864	FALSE		en	Public Administration Review	4	https://openalex.org/A5081493427
PA_PUB_0000038	ADMINSOC_openalex.tsv	69-92	article	12	https://doi.org/10.1177/009539978001200104	1	https://openalex.org/W1969117331		"Richard F. Vidmer (Richard F. Vidmer); Author_ID: https://openalex.org/A5080232790; ORCID: None; Position: first; Countries: US; Institutions: Washington Center ### ID: https://openalex.org/I4210142217 ### ROR: https://ror.org/03msb7010 ### Type: other; Affiliations: Washington, D. C."	FALSE	Administrative Science in the USSR	"Soviet studies of organization and management have experienced burgeoning growth since the mid-1960s. Despite great diversity and apparent confusion in the field, there is an identifiable paradigm whitch unies theorists of otherwise highly divergent perspectives. The Soviet paradigm in administrative science “modernizes” the traditional categories of political economy into systems or cybernetic terminology and focuses on the rational aspects of organizational activity. It conspicuously avoids concepts that could undermine the imagery of “optimal” performance, or at least the potential to reach that state of affairs. While the general paradigm itself is unlikely to break down, there are prospect for change within various subcategories."	https://openalex.org/I4210142217		closed	1980	https://openalex.org/W1966306021 | https://openalex.org/W2059099262 | https://openalex.org/W2884422354 | https://openalex.org/W2495187262 | https://openalex.org/W1964430761 | https://openalex.org/W585594674 | https://openalex.org/W2132933752 | https://openalex.org/W2325927902 | https://openalex.org/W570161751 | https://openalex.org/W566671180 | https://openalex.org/W2023158405 | https://openalex.org/W2753533763 | https://openalex.org/W3003490010 | https://openalex.org/W2797602727 | https://openalex.org/W2322608175 | https://openalex.org/W2149136280	FALSE		en	Administration & Society	3	https://openalex.org/A5080232790
PA_PUB_0000039	PAD_openalex.tsv	245-249	article	19	https://doi.org/10.1002/j.1099-162x.1980.tb01077.x	4	https://openalex.org/W3156428829		Hari Mohan Mathur (Hari Mohan Mathur); Author_ID: https://openalex.org/A5070815267; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	"Administrative Training and Rural Development: Recent Experience in Rajasthan, India"				closed	1980		FALSE		en	Public Administration and Development	1	https://openalex.org/A5070815267
PA_PUB_0000040	IJPM_openalex.tsv	263-296	article	2	https://doi.org/10.1080/01900698008524383	3	https://openalex.org/W1973581536		"Ronald L. Krannich (Ronald L. Krannich); Author_ID: https://openalex.org/A5081493427; ORCID: None; Position: first; Countries: US; Institutions: Old Dominion University ### ID: https://openalex.org/I81365321 ### ROR: https://ror.org/04zjtrb98 ### Type: education; Affiliations: Department of Political Science , Old Dominion University , Norfolk, Virginia, 23508"	FALSE	Administrative reform and role responses in thailand	"This article examines the effects of administrative reforms on the attitudes and behavior of key municipal government officials in Thailand. Central Thai officials frequently have attempted to reform municipal government in the image of American council-manager government. However, the repeated failure of such legislative reform proposals has led to alternative strategies for improving the overall performance of municipal government. Changes in recruitment, training, and promotion practices have aimed at improving the quality of administrative personnel. The article analyses the problem of municipal reform and finds that the administrative changes have not resulted in expected changes in individual behavior and municipal performance. Although the reform strategies have produced major changes in the characteristics of key municipal personnel, the attitudes and behavior of these officials appear to be consistent with those of other officials in similar role environments."	https://openalex.org/I81365321		closed	1980	https://openalex.org/W4237601423 | https://openalex.org/W2144510344 | https://openalex.org/W2057793078 | https://openalex.org/W2056475699 | https://openalex.org/W2322894524 | https://openalex.org/W2143416568 | https://openalex.org/W2315335624 | https://openalex.org/W569299507 | https://openalex.org/W437589824 | https://openalex.org/W2157879990 | https://openalex.org/W1972922514 | https://openalex.org/W1997529044 | https://openalex.org/W2322132819 | https://openalex.org/W1548201873 | https://openalex.org/W2965259605	FALSE		en	International Journal of Public Administration	2	https://openalex.org/A5081493427
PA_PUB_0000041	POLICYSCI_openalex.tsv	263-284	article	11	https://doi.org/10.1007/bf00136000	3	https://openalex.org/W2038802948		"William D. Bajusz (William D. Bajusz); Author_ID: https://openalex.org/A5076156984; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: U.S. Arms Control and Disarmament Agency, Washington, D.C., USA"	FALSE	Advanced technology and public policy: Multinational weapons acquisition				closed	1980	https://openalex.org/W2119760138 | https://openalex.org/W591733553 | https://openalex.org/W2007956701 | https://openalex.org/W2312504060 | https://openalex.org/W6747925031 | https://openalex.org/W4255481239 | https://openalex.org/W658486359 | https://openalex.org/W1977979713 | https://openalex.org/W2051533862 | https://openalex.org/W2965499018 | https://openalex.org/W2042409582 | https://openalex.org/W2606447964 | https://openalex.org/W2136855378 | https://openalex.org/W642767107 | https://openalex.org/W2105692879 | https://openalex.org/W2149591569 | https://openalex.org/W2312454732 | https://openalex.org/W2786018478 | https://openalex.org/W2797603881	FALSE		en	Policy Sciences	4	https://openalex.org/A5076156984
PA_PUB_0000042	PAD_openalex.tsv	88-99	article	19	https://doi.org/10.1002/j.1099-162x.1980.tb01058.x	2	https://openalex.org/W618612572		Gatian F. Lungu (Gatian F Lungu); Author_ID: https://openalex.org/A5027068108; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Africanization and the Merit Principle in the Zambian Public Service				closed	1980		FALSE		en	Public Administration and Development	6	https://openalex.org/A5027068108
PA_PUB_0000043	CANPUB_openalex.tsv	591-591	article	6	https://doi.org/10.2307/3549758	4	https://openalex.org/W2014172696		Carol E. Bray (C. E. Bray); Author_ID: https://openalex.org/A5086750250; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Agricultural Land Regulation in Several Canadian Provinces				closed	1980	https://openalex.org/W2396412321 | https://openalex.org/W1011513128 | https://openalex.org/W2978515868	FALSE		en	Canadian Public Policy	12	https://openalex.org/A5086750250
PA_PUB_0000044	LGS_openalex.tsv	47-58	article	6	https://doi.org/10.1080/03003938008432894	5	https://openalex.org/W2109015375		"Hugh Screen (Hugh Screen); Author_ID: https://openalex.org/A5055841937; ORCID: None; Position: first; Countries: GB; Institutions: Local Government Association ### ID: https://openalex.org/I173953196 ### ROR: https://ror.org/02sgk6k14 ### Type: other; Affiliations: Deputy Director, Local Authorities Management Services and Computer Committee ,"	FALSE	Aids to determining staffing levels		https://openalex.org/I173953196		closed	1980		FALSE		en	Local Government Studies	0	https://openalex.org/A5055841937
PA_PUB_0000045	PAR_openalex.tsv	189-189	article	40	https://doi.org/10.2307/975631	2	https://openalex.org/W2334537537		Lynton K. Caldwell (Lynton K. Caldwell); Author_ID: https://openalex.org/A5112092410; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Richard J. Tobin (Richard J. Tobin); Author_ID: https://openalex.org/A5081646674; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Charles T. Stewart (Charles T. Stewart); Author_ID: https://openalex.org/A5019584578; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Lennart J. Lundqvist (Lennart J. Lundqvist); Author_ID: https://openalex.org/A5103551208; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Ralph Gakenheimer (Ralph Gakenheimer); Author_ID: https://openalex.org/A5087964740; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Air Quality Control: Politics of the Best Available Solution				closed	1980		FALSE		en	Public Administration Review	0	
PA_PUB_0000046	PAD_openalex.tsv	73-87	article	19	https://doi.org/10.1002/j.1099-162x.1980.tb01057.x	2	https://openalex.org/W3155750944		Roy T. Gilbert (Roy T Gilbert); Author_ID: https://openalex.org/A5037595672; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	An Evaluation of British Housing Aid provided by The Ministry of Overseas Development				closed	1980		FALSE		en	Public Administration and Development	0	https://openalex.org/A5037595672
PA_PUB_0000047	POLANDPOL_openalex.tsv	39-54	article	8	https://doi.org/10.1332/030557380782719285	1	https://openalex.org/W2019376137		Jonathan Bradshaw (Jonathan Bradshaw); Author_ID: https://openalex.org/A5108438327; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Dorothy Lawton (Dorothy Lawton); Author_ID: https://openalex.org/A5087117559; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	An Examination of Equity in the Administration of the Attendance Allowance	Data on families with very severely handicapped children are subjected to multivariate analysis in an attempt to examine whether decisions on claims for the attendance allowance are made equitably. The disability and handicap of the child as well as some socio-demographic characteristics of the families are considered. Reservations are made about the measures and techniques used in the analysis but some inconsistencies in decision making are noted.			closed	1980		FALSE		en	Policy & Politics	6	
PA_PUB_0000048	PUBPERS_openalex.tsv	336-343	article	9	https://doi.org/10.1177/009102608000900417	4	https://openalex.org/W2414300150		Laird W. Mealiea (Laird W. Mealiea); Author_ID: https://openalex.org/A5012735355; ORCID: None; Position: first; Countries: CA; Institutions: Dalhousie University ### ID: https://openalex.org/I129902397 ### ROR: https://ror.org/01e6qks80 ### Type: education; Affiliations: Dalhousie University | John Duffy (John F. Duffy); Author_ID: https://openalex.org/A5071614362; ORCID: https://orcid.org/0000-0002-7660-2281; Position: last; Countries: CA; Institutions: Dalhousie University ### ID: https://openalex.org/I129902397 ### ROR: https://ror.org/01e6qks80 ### Type: education; Affiliations: Dalhousie University	FALSE	An Integrated Model for Training and Development: How to Build on What You Already Have				closed	1980	https://openalex.org/W238614530 | https://openalex.org/W1968466596 | https://openalex.org/W66494385 | https://openalex.org/W316535158 | https://openalex.org/W4388671105	FALSE		en	Public Personnel Management	5	
PA_PUB_0000049	LGS_openalex.tsv	37-45	article	6	https://doi.org/10.1080/03003938008432893	5	https://openalex.org/W2160923186		"John Hill (John Hill); Author_ID: https://openalex.org/A5112823705; ORCID: None; Position: first; Countries: GB; Institutions: Liverpool City Council ### ID: https://openalex.org/I2801928633 ### ROR: https://ror.org/05ym5dp96 ### Type: government; Affiliations: City Treasurer of Liverpool ,"	FALSE	An approach to effectiveness and efficiency		https://openalex.org/I2801928633		closed	1980		FALSE		en	Local Government Studies	3	https://openalex.org/A5112823705
PA_PUB_0000050	POLICYSCI_openalex.tsv	41-60	article	12	https://doi.org/10.1007/bf00137362	1	https://openalex.org/W2040594945		"Brian Stipak (Brian Stipak); Author_ID: https://openalex.org/A5079066579; ORCID: None; Position: first; Countries: US; Institutions: Pennsylvania State University ### ID: https://openalex.org/I130769515 ### ROR: https://ror.org/04p491231 ### Type: education; Affiliations: Institute of Public Administration, Pennsylvania State University, University Park, U.S.A."	FALSE	Analysis of policy issues concerning social integration		https://openalex.org/I130769515		closed	1980	https://openalex.org/W2064369384 | https://openalex.org/W2054172565 | https://openalex.org/W2122427969 | https://openalex.org/W645759794 | https://openalex.org/W1984913191 | https://openalex.org/W2049274295 | https://openalex.org/W2093592345 | https://openalex.org/W2021997829 | https://openalex.org/W2171020017 | https://openalex.org/W4238583221 | https://openalex.org/W1978926717 | https://openalex.org/W4237449612 | https://openalex.org/W4234694884 | https://openalex.org/W4230444949 | https://openalex.org/W2052156595 | https://openalex.org/W1564035295 | https://openalex.org/W2147138207	FALSE		en	Policy Sciences	7	https://openalex.org/A5079066579
PA_PUB_0000051	CANPUB_openalex.tsv	101-101	article	6	https://doi.org/10.2307/3550072	1	https://openalex.org/W1970211172		Tom Siedule (Tom Siedule); Author_ID: https://openalex.org/A5014855785; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Keith Newton (Keith Newton); Author_ID: https://openalex.org/A5113450205; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Another Labour Market Indicator: Some Estimates and Implications of Labour Hoarding in Canada				closed	1980	https://openalex.org/W2076086903 | https://openalex.org/W2012288253	FALSE		en	Canadian Public Policy	3	
PA_PUB_0000052	PAR_openalex.tsv	293-293	article	40	https://doi.org/10.2307/975385	3	https://openalex.org/W2328515449		Gerald Feck (Gerald Feck); Author_ID: https://openalex.org/A5062067861; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Another Perspective on Professionals Doing What They Do Best				closed	1980		FALSE		en	Public Administration Review	0	https://openalex.org/A5062067861
PA_PUB_0000053	PAD_openalex.tsv	112-116	article	19	https://doi.org/10.1002/j.1099-162x.1980.tb01060.x	2	https://openalex.org/W3152892972		Phil James (P A James); Author_ID: https://openalex.org/A5084668407; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | G. Sreenivas Reddy (G Sreenivas Reddy); Author_ID: https://openalex.org/A5032320664; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Anti‐Untouchability Legislation in India				closed	1980		FALSE		en	Public Administration and Development	0	
PA_PUB_0000054	PAR_openalex.tsv	247-247	article	40	https://doi.org/10.2307/975378	3	https://openalex.org/W2318233170		Dan S. Felsenthal (Dan S. Felsenthal); Author_ID: https://openalex.org/A5042816421; ORCID: https://orcid.org/0000-0002-7713-7246; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Applying the Redundancy Concept to Administrative Organizations	"A decade has now passed since Martin Landau' first alerted administrative scientists to the benefits of redundancy and overlap in administrative organizations. Although the need to maintain redundancies in administrative systems is clear in principle, it is not at all clear how one can design optimal redundant administrative systems in practice. The common reason for introducing redundancies into any system, administrative or inanimate, is to minimize the probability of the system's failure, i.e., its operation outside specified tolerances. It is clear that if redundancies are not introduced, then the more complex a system becomes, the higher the probability that some serious failure shall occur. Indeed, the norms of organizational design do prescribe that increased organizational complexity be counterbalanced by increased organizational redundancies. However, in attempting to apply such a norm a practical optimization problem arises. On the one hand, the tendency to create ever more multi-faceted and, hence, complex organizations, may leave too few resources for maintaining the required redundant capacity. On the other hand, the difficulty in developing measurable tradeoffs between complexity (or riskiness) and redundant capacity may create a situation whereby organizations become complex precisely because they maintain too many redundant features. In contrast to the systematic study of redundancy in communication and machine systems in which the concept of redundancy was first successfully applied, the design and evaluation of organizational redundancy is not a simple matter. As we have stated elsewhere,2 there is a basic difference between redundancy in inanimate systems and redundancy in human systems. Redundant machine components, for example, can be made identical and can be subjected to controlled experiments, hence having a predictable level of reliability. However, redundant elements in organizational systems composed of people can never be made identical and can hardly be subjected to properly controlled experiments, making their reliability hard to estimate and, hence, hard to improve. As a consequence of this difference, redundant machine components are mainly designed in order to provide backup or reserve capacity;"			closed	1980	https://openalex.org/W2014480488 | https://openalex.org/W2327000313 | https://openalex.org/W2322063221	FALSE		en	Public Administration Review	18	https://openalex.org/A5042816421
PA_PUB_0000055	POLANDPOL_openalex.tsv	55-71	article	8	https://doi.org/10.1332/030557380782719294	1	https://openalex.org/W2085325458		Chris Ham (Chris Ham); Author_ID: https://openalex.org/A5108511530; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Approaches to the Study of Social Policy Making	"The aim of this paper is to suggest possible future approaches to the study of social policy making. The paper’s main argument is that students of social policy who are interested in policy making could usefully draw on concepts and theories from the developing field of policy analysis. Social policy and policy analysis have so far developed separately as fields of study, yet they share some common concerns. In particular, both are concerned with the processes of policy making and policy implementation, and it is on this common ground that students of social policy may gain insights from policy analysis. The paper is divided into three parts. In the first part a typology of traditions in the study of social policy is put forward. This is followed by a review of approaches to the study of social policy making, which examines critically the work of a number of writers who have contributed to this area of work. Then, in the third part of the paper, some suggestions are made for the closer linking of policy analysis and social policy."			closed	1980		FALSE		en	Policy & Politics	4	https://openalex.org/A5108511530
PA_PUB_0000056	CANPUB_openalex.tsv	670-670	article	6	https://doi.org/10.2307/3549768	4	https://openalex.org/W2054915144		Pran Manga (Pran Manga); Author_ID: https://openalex.org/A5111882432; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Arbitration and the Medical Profession: A Comment on the Hall Report	"There has been much anguish, anxiety and animosity expressed regarding what is by far the most controversial recommendation of the recently-released report on the problems and prospects of Canada's health care systems by Justice Emmett Hall. Specifically, Hall (1980:28) recommends that 'when negotiations fail and an impasse occurs, the issues in dispute must be sent to binding arbitration, to an arbitration board consisting of three persons, with an independent chairperson to be named by the chiefjustice of the relevant province and one nominee from the profession and one from the government.' It is of crucial importance that there are two preconditions attached to this recommendation. The first is that provinces should exercise their power to 'outlaw extra-billing.' The second is that arbitration board decisions shall be final; that is, the legislation should contain a privative clause denying any right of appeal to both contending parties. This recommendation is clearly intended to resolve the key dilemma resulting from what Hall perceives to be the two dominant problems of the Canadian health care system. The growing practice by physicians to extra-bill was judged by Hall to threaten the survival of Medicare by inexorably leading to a two-class health care system. Based on a special study on the subject of extra-billing for the Hall Review, it was concluded that extra-billing '... must result inevitably in a denial of accessibility to some patients and a violation also of the principle of portability, both so essential to a nation-wide program' (Hall, 1980:32). Extra-billing also raises the issue of consumer risk-bearing relative to a system of universal, first-dollar insurance coverage and transfers health care costs from tax payers to the sick. These adverse effects have also been stressed in other recent studies, most notably by Barer, Evans and Stoddart (1979). They note that extra-billing is not likely to enhance cost control or to reduce utilization levels nor will it promote the technical efficiency with which medical services are produced. The other dominant issue is the conflict between the medical profession and the provincial governments over fee schedules. While the report provides scant supporting evidence that physicians' incomes are unreasonably low or that provincial government negotiators have been unjustifiably difficult or niggardly, one could surmise from Hall's sympathies that he suspects that both are at least partially true. It is evident from the report that Hall regards the increase in the phenomenon of extra-billing as mainly a reflection of physicians' dissatisfaction with recent fee-schedule settlements.1 The dilemma, often repeated in the report, is that physicians"			closed	1980	https://openalex.org/W1985296019 | https://openalex.org/W1770202934	FALSE		en	Canadian Public Policy	3	https://openalex.org/A5111882432
PA_PUB_0000057	PAR_openalex.tsv	309-309	article	40	https://doi.org/10.2307/3110256	4	https://openalex.org/W2315279282		Vincent Ostrom (Vincent Ostrom); Author_ID: https://openalex.org/A5047565418; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Artisanship and Artifact				closed	1980		FALSE		en	Public Administration Review	193	https://openalex.org/A5047565418
