publication_ID	author_ID	work_OpenAlex_ID	source_file	author_name_full	author_name_display	author_name_raw	OpenAlex_Author_ID	ORCID	Position	Countries	Institutions	Affiliations	author_name_display_clean	author_name_recovered_from_full	author_name_for_internal_ID
PA_PUB_0037163	PA_AUTH_0014735	https://openalex.org/W2144507877	ADMINSOC_openalex.tsv	Jean‐Louis Denis (Jean-Louis Denis)	Jean‐Louis Denis	Jean-Louis Denis	https://openalex.org/A5017970648	https://orcid.org/0000-0003-1295-332X	last	CA	Université de Montréal ### ID: https://openalex.org/I70931966 ### ROR: https://ror.org/0161xgx34 ### Type: education	"Université de Montréal, Québec, Canada"	Jean-Louis Denis		jean-louis denis
PA_PUB_0036072	PA_AUTH_0021726	https://openalex.org/W2120396238	ADMINSOC_openalex.tsv	Naim Kapucu (Naim Kapucu)	Naim Kapucu	Naim Kapucu	https://openalex.org/A5026672787	https://orcid.org/0000-0001-6163-5948	first	US	University of Central Florida ### ID: https://openalex.org/I106165777 ### ROR: https://ror.org/036nfer12 ### Type: education	UNIVERSITY OF CENTRAL FLORIDA#TAB#University of Central Florida	Naim Kapucu		naim kapucu
PA_PUB_0036072	PA_AUTH_0039236	https://openalex.org/W2120396238	ADMINSOC_openalex.tsv	Montgomery Van Wart (Montgomery Van Wart)	Montgomery Van Wart	Montgomery Van Wart	https://openalex.org/A5048267848	https://orcid.org/0000-0001-9243-4479	last	US	"California State University, San Bernardino ### ID: https://openalex.org/I43369023 ### ROR: https://ror.org/02n651896 ### Type: education"	"California State University, San Bernardino"	Montgomery Van Wart		montgomery van wart
PA_PUB_0034136	PA_AUTH_0087498	https://openalex.org/W2121005710	ADMINSOC_openalex.tsv	Seok-Eun Kim (Seok-Eun Kim)	Seok-Eun Kim	Seok-Eun Kim			first	US	Kansas State University ### ID: https://openalex.org/I189590672 ### ROR: https://ror.org/05p1j8758 ### Type: education	DEPARTMENT OF PUBLIC ADMINISTRATION#TAB#Kansas State University	Seok-Eun Kim		seok-eun kim
PA_PUB_0044118	PA_AUTH_0021726	https://openalex.org/W2140403563	ADMINSOC_openalex.tsv	Naim Kapucu (Naim Kapucu)	Naim Kapucu	Naim Kapucu	https://openalex.org/A5026672787	https://orcid.org/0000-0001-6163-5948	first	US	University of Central Florida ### ID: https://openalex.org/I106165777 ### ROR: https://ror.org/036nfer12 ### Type: education	University of Central Florida [Orlando]	Naim Kapucu		naim kapucu
PA_PUB_0044118	PA_AUTH_0011653	https://openalex.org/W2140403563	ADMINSOC_openalex.tsv	Tolga Arslan (Tolga Arslan)	Tolga Arslan	Tolga Arslan	https://openalex.org/A5014130241	https://orcid.org/0000-0002-3899-7323	middle	US	University of Georgia ### ID: https://openalex.org/I165733156 ### ROR: https://ror.org/00te3t702 ### Type: education	University of Georgia - Athens	Tolga Arslan		tolga arslan
PA_PUB_0044118	PA_AUTH_0056521	https://openalex.org/W2140403563	ADMINSOC_openalex.tsv	Matthew Collins (Matthew Lloyd Collins)	Matthew Collins	Matthew Lloyd Collins	https://openalex.org/A5069536480	https://orcid.org/0000-0001-7458-3593	last	US	Walden University ### ID: https://openalex.org/I80046288 ### ROR: https://ror.org/02qp2hh41 ### Type: education	"Walden University, Naples, Florida"	Matthew Collins		matthew collins
PA_PUB_0023934	PA_AUTH_0079094	https://openalex.org/W2170423043	ADMINSOC_openalex.tsv	Melissa M. Stone (Melissa M. Stone)	Melissa M. Stone	Melissa M. Stone	https://openalex.org/A5103539448		first	US	University of Minnesota System ### ID: https://openalex.org/I2800403580 ### ROR: https://ror.org/03grvy078 ### Type: education	University of Minnesota	Melissa M. Stone		melissa m. stone
PA_PUB_0023934	PA_AUTH_0037947	https://openalex.org/W2170423043	ADMINSOC_openalex.tsv	Barbara Bigelow (Barbara Bigelow)	Barbara Bigelow	Barbara Bigelow	https://openalex.org/A5046690838		middle	US	Clark University ### ID: https://openalex.org/I130785548 ### ROR: https://ror.org/04123ky43 ### Type: education	Clark University	Barbara Bigelow		barbara bigelow
PA_PUB_0023934	PA_AUTH_0058537	https://openalex.org/W2170423043	ADMINSOC_openalex.tsv	William F. Crittenden (William Crittenden)	William F. Crittenden	William Crittenden	https://openalex.org/A5071989194		last	MX	Universidad del Noreste ### ID: https://openalex.org/I87182695 ### ROR: https://ror.org/02ahky613 ### Type: education	Northeastern University	William F. Crittenden		william f. crittenden
PA_PUB_0031622	PA_AUTH_0043575	https://openalex.org/W2065346370	ADMINSOC_openalex.tsv	Donald P. Moynihan (Donald P. Moynihan)	Donald P. Moynihan	Donald P. Moynihan	https://openalex.org/A5053572128	https://orcid.org/0000-0003-4097-6908	first	US	Mitchell Institute ### ID: https://openalex.org/I2801613365 ### ROR: https://ror.org/03ds72003 ### Type: nonprofit || Texas A&M University ### ID: https://openalex.org/I91045830 ### ROR: https://ror.org/01f5ytq51 ### Type: education	Texas A&M University	Donald P. Moynihan		donald p. moynihan
PA_PUB_0031622	PA_AUTH_0014908	https://openalex.org/W2065346370	ADMINSOC_openalex.tsv	Patricia W. Ingraham (Patricia Wallace Ingraham)	Patricia W. Ingraham	Patricia Wallace Ingraham	https://openalex.org/A5018170416		last	US	Syracuse University ### ID: https://openalex.org/I70983195 ### ROR: https://ror.org/025r5qe02 ### Type: education	syracuse University	Patricia W. Ingraham		patricia w. ingraham
PA_PUB_0034095	PA_AUTH_0018660	https://openalex.org/W2131839985	ADMINSOC_openalex.tsv	Ann L. Cunliffe (Ann L. Cunliffe)	Ann L. Cunliffe	Ann L. Cunliffe	https://openalex.org/A5022833355	https://orcid.org/0000-0001-9399-7716	first			University of New Mexico	Ann L. Cunliffe		ann l. cunliffe
PA_PUB_0034095	PA_AUTH_0085818	https://openalex.org/W2131839985	ADMINSOC_openalex.tsv	Jong Sup Jun (Jong S. Jun)	Jong Sup Jun	Jong S. Jun	https://openalex.org/A5113974166		last	US	California State University System ### ID: https://openalex.org/I127339247 ### ROR: https://ror.org/020qm1538 ### Type: education	"California State University, Hayward"	Jong Sup Jun		jong sup jun
PA_PUB_0039281	PA_AUTH_0028607	https://openalex.org/W2050397952	ADMINSOC_openalex.tsv	George A. Boyne (George A. Boyne)	George A. Boyne	George A. Boyne	https://openalex.org/A5035135766		first	GB	Cardiff University ### ID: https://openalex.org/I79510175 ### ROR: https://ror.org/03kk7td41 ### Type: education	"Cardiff University, Wales, UK,"	George A. Boyne		george a. boyne
PA_PUB_0039281	PA_AUTH_0043843	https://openalex.org/W2050397952	ADMINSOC_openalex.tsv	Kenneth J. Meier (Kenneth J. Meier)	Kenneth J. Meier	Kenneth J. Meier	https://openalex.org/A5053940388	https://orcid.org/0000-0002-6378-0855	last	US	Texas A&M University ### ID: https://openalex.org/I91045830 ### ROR: https://ror.org/01f5ytq51 ### Type: education	"Texas A&M University, College Station"	Kenneth J. Meier		kenneth j. meier
PA_PUB_0037826	PA_AUTH_0054080	https://openalex.org/W2129798764	ADMINSOC_openalex.tsv	David Coursey (David H. Coursey)	David Coursey	David H. Coursey	https://openalex.org/A5066538484		first	US	Arizona State University ### ID: https://openalex.org/I55732556 ### ROR: https://ror.org/03efmqc40 ### Type: education	"School of Urban & Public Affairs#TAB#Arizona State University, Tempe"	David Coursey		david coursey
PA_PUB_0037826	PA_AUTH_0054121	https://openalex.org/W2129798764	ADMINSOC_openalex.tsv	Sanjay K. Pandey (Sanjay K. Pandey)	Sanjay K. Pandey	Sanjay K. Pandey	https://openalex.org/A5066592812	https://orcid.org/0000-0003-1005-0274	last	US	University of Kansas ### ID: https://openalex.org/I146416000 ### ROR: https://ror.org/001tmjg57 ### Type: education	"University of Kansas, Lawrence"	Sanjay K. Pandey		sanjay k. pandey
PA_PUB_0014951	PA_AUTH_0082156	https://openalex.org/W1979595433	ADMINSOC_openalex.tsv	David G. Carnevale (David G. Carnevale)	David G. Carnevale	David G. Carnevale	https://openalex.org/A5110163296		first	US	University of Oklahoma ### ID: https://openalex.org/I8692664 ### ROR: https://ror.org/02aqsxs83 ### Type: education	University of Oklahoma	David G. Carnevale		david g. carnevale
PA_PUB_0014951	PA_AUTH_0011012	https://openalex.org/W1979595433	ADMINSOC_openalex.tsv	Barton Wechsler (Barton Wechsler)	Barton Wechsler	Barton Wechsler	https://openalex.org/A5013330681		last	US	Florida State University ### ID: https://openalex.org/I103163165 ### ROR: https://ror.org/05g3dte14 ### Type: education	Florida State University	Barton Wechsler		barton wechsler
PA_PUB_0030508	PA_AUTH_0062181	https://openalex.org/W2158819255	ADMINSOC_openalex.tsv	Patricia M. Shields (Patricia M. Shields)	Patricia M. Shields	Patricia M. Shields	https://openalex.org/A5076478857	https://orcid.org/0000-0002-0960-4869	first			Texas State University	Patricia M. Shields		patricia m. shields
PA_PUB_0050713	PA_AUTH_0062979	https://openalex.org/W2009399369	ADMINSOC_openalex.tsv	Michael Howlett (Michael Howlett)	Michael Howlett	Michael Howlett	https://openalex.org/A5077475073	https://orcid.org/0000-0003-4689-740X	first	CA	Simon Fraser University ### ID: https://openalex.org/I18014758 ### ROR: https://ror.org/0213rcc28 ### Type: education	"1Simon Fraser University, Burnaby, British Columbia, Canada"	Michael Howlett		michael howlett
PA_PUB_0050713	PA_AUTH_0025486	https://openalex.org/W2009399369	ADMINSOC_openalex.tsv	Raul P. Lejano (Raul P. Lejano)	Raul P. Lejano	Raul P. Lejano	https://openalex.org/A5031267094	https://orcid.org/0000-0001-6949-7252	last	"HK, US"	"University of Hong Kong ### ID: https://openalex.org/I889458895 ### ROR: https://ror.org/02zhqgq86 ### Type: education || University of California, Irvine ### ID: https://openalex.org/I204250578 ### ROR: https://ror.org/04gyf1771 ### Type: education"	"#N# 3University of Hong Kong, Hong Kong#TAB##N# 2University of California, Irvine, USA"	Raul P. Lejano		raul p. lejano
PA_PUB_0012644	PA_AUTH_0003750	https://openalex.org/W2161227117	ADMINSOC_openalex.tsv	Sandra Waddock (Sandra A. Waddock)	Sandra Waddock	Sandra A. Waddock	https://openalex.org/A5004388635	https://orcid.org/0000-0003-1089-7686	first	US	Boston College ### ID: https://openalex.org/I103531236 ### ROR: https://ror.org/02n2fzt79 ### Type: education	Boston College	Sandra Waddock		sandra waddock
PA_PUB_0055039	PA_AUTH_0024133	https://openalex.org/W2325292504	ADMINSOC_openalex.tsv	Enrique Bonsón Ponte (Enrique Bonsón)	Enrique Bonsón Ponte	Enrique Bonsón	https://openalex.org/A5029611417	https://orcid.org/0000-0002-1502-6073	first	ES	Universidad de Huelva ### ID: https://openalex.org/I78880903 ### ROR: https://ror.org/03a1kt624 ### Type: education	"Universidad de Huelva, Spain"	Enrique Bonsón Ponte		enrique bonsón ponte
PA_PUB_0055039	PA_AUTH_0057707	https://openalex.org/W2325292504	ADMINSOC_openalex.tsv	Sonia Royo (Sonia Royo)	Sonia Royo	Sonia Royo	https://openalex.org/A5071025761	https://orcid.org/0000-0001-5162-1446	middle	ES	Universidad de Zaragoza ### ID: https://openalex.org/I255234318 ### ROR: https://ror.org/012a91z28 ### Type: education	"Universidad de Zaragoza, Spain"	Sonia Royo		sonia royo
PA_PUB_0055039	PA_AUTH_0029026	https://openalex.org/W2325292504	ADMINSOC_openalex.tsv	Melinda Ratkai (Melinda Ratkai)	Melinda Ratkai	Melinda Ratkai	https://openalex.org/A5035610510	https://orcid.org/0000-0002-3916-8519	last	ES	Universidad de Huelva ### ID: https://openalex.org/I78880903 ### ROR: https://ror.org/03a1kt624 ### Type: education	"Universidad de Huelva, Spain"	Melinda Ratkai		melinda ratkai
PA_PUB_0053146	PA_AUTH_0025248	https://openalex.org/W2016465207	ADMINSOC_openalex.tsv	Mirko Noordegraaf (Mirko Noordegraaf)	Mirko Noordegraaf	Mirko Noordegraaf	https://openalex.org/A5030969691	https://orcid.org/0000-0002-3445-8568	first	NL	Altrecht GGZ ### ID: https://openalex.org/I4210154893 ### ROR: https://ror.org/050jqep38 ### Type: healthcare || Utrecht University ### ID: https://openalex.org/I193662353 ### ROR: https://ror.org/04pp8hn57 ### Type: education	"#N# 1Utrecht University, Netherlands"	Mirko Noordegraaf		mirko noordegraaf
PA_PUB_0054640	PA_AUTH_0055495	https://openalex.org/W1972473944	ADMINSOC_openalex.tsv	Gjalt de Graaf (Gjalt de Graaf)	Gjalt de Graaf	Gjalt de Graaf	https://openalex.org/A5068296853	https://orcid.org/0000-0002-7819-8972	first			"#N# 1VU University, Amsterdam, the Netherlands"	Gjalt de Graaf		gjalt de graaf
PA_PUB_0054640	PA_AUTH_0037010	https://openalex.org/W1972473944	ADMINSOC_openalex.tsv	L.W.J.C. Huberts (Leo Huberts)	L.W.J.C. Huberts	Leo Huberts	https://openalex.org/A5045507185	https://orcid.org/0000-0002-6025-4286	middle			"#N# 1VU University, Amsterdam, the Netherlands"	L.W.J.C. Huberts		l.w.j.c. huberts
PA_PUB_0054640	PA_AUTH_0007215	https://openalex.org/W1972473944	ADMINSOC_openalex.tsv	Remco Smulders (Remco Smulders)	Remco Smulders	Remco Smulders	https://openalex.org/A5008615316		last			"#N# 1VU University, Amsterdam, the Netherlands"	Remco Smulders		remco smulders
PA_PUB_0060183	PA_AUTH_0016866	https://openalex.org/W2309566458	ADMINSOC_openalex.tsv	Sebawit G. Bishu (Sebawit G. Bishu)	Sebawit G. Bishu	Sebawit G. Bishu	https://openalex.org/A5020629618	https://orcid.org/0000-0002-7157-7769	first	US	Florida International University ### ID: https://openalex.org/I19700959 ### ROR: https://ror.org/02gz6gg07 ### Type: education	"Florida International University, Miami, USA"	Sebawit G. Bishu		sebawit g. bishu
PA_PUB_0060183	PA_AUTH_0011415	https://openalex.org/W2309566458	ADMINSOC_openalex.tsv	Mohamad G. Alkadry (Mohamad G. Alkadry)	Mohamad G. Alkadry	Mohamad G. Alkadry	https://openalex.org/A5013812130	https://orcid.org/0000-0001-6067-7062	last	US	Florida International University ### ID: https://openalex.org/I19700959 ### ROR: https://ror.org/02gz6gg07 ### Type: education	"Florida International University, Miami, USA"	Mohamad G. Alkadry		mohamad g. alkadry
PA_PUB_0054392	PA_AUTH_0008096	https://openalex.org/W1997999936	ADMINSOC_openalex.tsv	Kevin C. Desouza (Kevin C. Desouza)	Kevin C. Desouza	Kevin C. Desouza	https://openalex.org/A5009706429	https://orcid.org/0000-0002-4734-3081	first	US	Arizona State University ### ID: https://openalex.org/I55732556 ### ROR: https://ror.org/03efmqc40 ### Type: education || Phoenix (United States) ### ID: https://openalex.org/I4210104856 ### ROR: https://ror.org/01ggenr10 ### Type: company	"#N# 1Arizona State University, Phoenix, AZ, USA"	Kevin C. Desouza		kevin c. desouza
PA_PUB_0054392	PA_AUTH_0045269	https://openalex.org/W1997999936	ADMINSOC_openalex.tsv	Benoy Jacob (Benoy Jacob)	Benoy Jacob	Benoy Jacob	https://openalex.org/A5055681851	https://orcid.org/0000-0002-6521-2472	last	US	University of Colorado Denver ### ID: https://openalex.org/I921990950 ### ROR: https://ror.org/02hh7en24 ### Type: education	"#N# 2University of Colorado, Denver, CO, USA"	Benoy Jacob		benoy jacob
PA_PUB_0020794	PA_AUTH_0081684	https://openalex.org/W2141070593	ADMINSOC_openalex.tsv	Laurence J. O’Toole (Laurence J. O'Toole)	Laurence J. O’Toole	Laurence J. O'Toole	https://openalex.org/A5109808793		first			"University of Georgia,"	Laurence J. O’Toole		laurence j. o’toole
PA_PUB_0045777	PA_AUTH_0010138	https://openalex.org/W2003475109	ADMINSOC_openalex.tsv	Lori A. Brainard (Lori A. Brainard)	Lori A. Brainard	Lori A. Brainard	https://openalex.org/A5012284849		first	US	George Washington University ### ID: https://openalex.org/I193531525 ### ROR: https://ror.org/00y4zzh67 ### Type: education	"The George Washington University, Washington, D. C.,"	Lori A. Brainard		lori a. brainard
PA_PUB_0045777	PA_AUTH_0062943	https://openalex.org/W2003475109	ADMINSOC_openalex.tsv	John G. McNutt (John G. McNutt)	John G. McNutt	John G. McNutt	https://openalex.org/A5077426702	https://orcid.org/0000-0002-5172-9163	last	US	University of Delaware ### ID: https://openalex.org/I86501945 ### ROR: https://ror.org/01sbq1a82 ### Type: education	"University of Delaware, Newark"	John G. McNutt		john g. mcnutt
